gene	divergence	chrom	start
NMRK1	0.0	NC_071442.1	81577408
NMT1	0.000973236	NC_071446.1	81506945
NOC3L	0.000154751	NC_071453.1	83709791
NOL11	0.0007246373333333334	NC_071446.1	86531007
NOL4	0.0009030709090909091	NC_071454.1	71946433
NOL4L	0.0008713927777777779	NC_071446.1	4603987
NOP16	0.0	NC_071443.1	67610120
NOP56	0.0	NC_071446.1	8096901
NOP9	0.0	NC_071451.1	54420989
NOPCHAP1	0.0	NC_071450.1	104412654
NOS1	0.00174064	NC_071450.1	116865693
NOS2	0.0008385976923076924	NC_071446.1	101798700
NOS3	9.396705882352941e-05	NC_071449.1	94509190
NOTCH1	0.0005518006666666667	NC_071442.1	182043937
NOTCH2	0.0	NC_071448.1	155351827
NOTCH3	0.0	NC_071463.1	13822040
NOVA1	0.0	NC_071451.1	56718363
NOX3	0.0	NC_071445.1	158377080
NOX4	0.0009280739999999999	NC_071452.1	47695109
NOXA1	0.0	NC_071442.1	182894164
NOXRED1	0.0	NC_071451.1	108276241
NPAS3	0.0	NC_071451.1	63439633
NPBWR2	0.000551876	NC_071446.1	57307400
NPC1	0.0003393285714285714	NC_071454.1	61661266
NPC1L1	0.0015313466666666666	NC_071449.1	11822356
NPC2	0.0	NC_071451.1	105290992
NPEPL1	0.0	NC_071446.1	52032263
NPFFR1	0.0	NC_071453.1	56279704
NPFFR2	0.0	NC_071444.1	122224141
NPHP4	0.001980849476744186	NC_071448.1	40887407
NPL	0.0	NC_071459.1	34695755
NPNT	0.0	NC_071444.1	87671668
NPPC	0.0	NC_071447.1	149819391
NPR1	0.0	NC_071459.1	7673536
NPR2	0.0	NC_071442.1	139736885
NPR3	0.0	NC_071443.1	169285851
NPRL2	0.0	NC_071456.1	26672204
NPTN	0.0	NC_071451.1	17967449
NPTX1	0.00214796	NC_071446.1	132269510
NPTX2	0.000278552	NC_071443.1	13025046
NPY	0.0	NC_071449.1	31086787
NR1I3	0.0	NC_071459.1	14639932
NR2E1	0.0	NC_071445.1	110344255
NR3C1	0.0	NC_071443.1	39810891
NR3C2	0.0003539669333333333	NC_071444.1	44469003
NR4A3	2.20313e-05	NC_071442.1	144953339
NR5A1	0.0	NC_071442.1	170169554
NR6A1	0.0	NC_071442.1	170206859
NRAP	0.0	NC_071453.1	103226937
NRAS	0.00017316033333333335	NC_071448.1	149952010
NRCAM	0.0	NC_071449.1	75951124
NRDC	0.0	NC_071448.1	85796698
NRDE2	0.0017049145161290322	NC_071451.1	121048782
NREP	0.0	NC_071443.1	95069892
NRG1	0.0007077342857142857	NC_071454.1	30674082
NRG2	0.0	NC_071443.1	36267332
NRG4	0.0	NC_071451.1	22562662
NRGN	0.0	NC_071452.1	22089262
NRIP1	0.0005514715555555555	NC_071462.1	20178430
NRIP3	0.0	NC_071452.1	71598837
NRL	0.0	NC_071451.1	54206870
NRN1L	0.0	NC_071461.1	22056381
NRP1	0.000702494	NC_071448.1	31053427
NRP2	0.0	NC_071447.1	123566217
NRXN2	0.0	NC_071452.1	118468915
NRXN3	0.00128866	NC_071451.1	109282941
NSD1	0.0	NC_071443.1	65633619
NSD2	0.0	NC_071444.1	187390572
NSF	0.0	NC_071446.1	82221679
NSMCE1	0.0	NC_071453.1	25603911
NSMCE2	0.0	NC_071457.1	70424665
NSUN2	0.0037179466666666665	NC_071443.1	195988555
NSUN7	0.0	NC_071444.1	149205359
NT5C1A	0.00237248	NC_071448.1	73260730
NT5C2	0.0	NC_071453.1	92796580
NT5C3A	0.0	NC_071449.1	1117926
NT5DC1	0.0	NC_071445.1	118558493
NT5DC2	0.00192343875	NC_071456.1	28826596
NT5DC3	0.0	NC_071450.1	103233192
NT5E	0.0	NC_071445.1	87293124
NT5M	0.0	NC_071446.1	65940120
NTF3	0.0	NC_071450.1	17346837
NTM	0.0	NC_071452.1	29203907
NTN1	0.0	NC_071446.1	71835095
NTNG1	0.0	NC_071448.1	136202579
NTRK2	0.0	NC_071442.1	94983547
NTRK3	0.0003186743333333333	NC_071447.1	15370445
NTS	0.0	NC_071450.1	91992448
NTSR1	0.001184835	NC_071446.1	56024671
NUAK1	0.000141163	NC_071450.1	105433948
NUBPL	0.0	NC_071451.1	62163400
NUDCD1	0.00081566	NC_071457.1	86001024
NUDCD3	0.0	NC_071449.1	11658006
NUDT12	0.0	NC_071443.1	103609491
NUDT13	0.0	NC_071453.1	53455130
NUDT16L1	0.0	NC_071453.1	4543412
NUDT4	0.0	NC_071450.1	92924429
NUDT9	0.0022321425	NC_071444.1	106272575
NUGGC	0.0	NC_071454.1	10571062
NUMA1	0.00014858833333333333	NC_071452.1	65643199
NUMBL	0.0	NC_071463.1	34786821
NUP133	0.0	NC_071460.1	17288919
NUP155	6.6190125e-05	NC_071443.1	164988169
NUP205	0.0	NC_071449.1	108991946
NUP210	0.0	NC_071456.1	64390590
NUP214	0.0	NC_071442.1	176854851
NUP35	0.0008196725	NC_071447.1	42641145
NUP50	0.0026845600000000003	NC_071442.1	212721340
NUP58	0.0	NC_071446.1	140649960
NUP88	0.0	NC_071446.1	102968331
NUP93	0.0	NC_071461.1	11285345
NUS1	0.0	NC_071445.1	120097497
NUTM1	0.00224014	NC_071451.1	49839196
NWD2	0.0006100775000000001	NC_071444.1	152497725
NXN	0.0	NC_071446.1	59567243
NXPE2	0.00136799	NC_071452.1	12129281
NYAP1	0.00038852941176470586	NC_071443.1	11295470
NYNRIN	0.0005393473333333334	NC_071451.1	54523399
OAF	0.0004655495	NC_071452.1	17648992
OARD1	0.00091240875	NC_071445.1	45673726
OBI1	0.0	NC_071442.1	35904485
OBSCN	0.00024094906194690264	NC_071460.1	35390082
OBSL1	0.0	NC_071447.1	137776301
OC90	0.0026041666666666665	NC_071457.1	63683593
OCIAD2	0.0	NC_071444.1	141103822
ODAD2	0.0	NC_071448.1	26391568
ODAD4	0.00152439	NC_071446.1	87245034
ODAM	0.0	NC_071444.1	124088628
ODF2L	0.0	NC_071448.1	120695358
OGDHL	0.0	NC_071453.1	35482439
OGFOD1	0.0	NC_071461.1	10989176
OGFOD2	0.0	NC_071450.1	122606020
OGFOD3	0.0	NC_071446.1	134153795
OIT3	0.0	NC_071453.1	53679266
OLA1	0.0	NC_071447.1	52169866
OLFM3	0.0	NC_071448.1	141314664
OLFM4	0.000943396	NC_071442.1	61783045
OLFML1	0.000504032	NC_071452.1	70052165
OLFML2A	0.0	NC_071442.1	170452524
OLFML2B	0.0028860033333333334	NC_071459.1	15393351
OLFML3	0.0	NC_071448.1	149218452
OMA1	0.0022	NC_071448.1	92636147
OMG	0.0022621045	NC_071446.1	98883551
ONECUT2	0.000796686	NC_071454.1	95578670
OPALIN	0.00105263	NC_071453.1	85844400
OPCML	0.0	NC_071452.1	30200688
OPHN1	0.0	NC_071464.1	62155727
OPN5	0.0	NC_071445.1	52420685
OPRD1	0.0	NC_071448.1	62621921
OR2T2	0.00196386	NC_071460.1	34045750
OR52E4	0.0	NC_071452.1	68238247
OR52W1	0.0	NC_071452.1	68577671
OR5W2	0.00195008	NC_071452.1	110579513
OR6P1	0.00104167	NC_071459.1	12236880
ORC1	0.0	NC_071448.1	86686817
ORC2	0.0006944433333333334	NC_071447.1	118510736
ORC3	0.0	NC_071445.1	89864532
ORC5	0.0	NC_071449.1	71786482
ORC6	0.00125329	NC_071461.1	723381
OS9	0.0	NC_071450.1	58421722
OSBP	0.0	NC_071452.1	113698282
OSBP2	0.0	NC_071442.1	198550952
OSBPL11	0.0	NC_071456.1	71453892
OSBPL1A	0.0	NC_071454.1	62271253
OSBPL2	0.0	NC_071446.1	55543896
OSBPL3	0.0	NC_071449.1	30427609
OSBPL6	0.0	NC_071447.1	46232371
OSBPL7	0.0	NC_071446.1	114565634
OSBPL8	5.061772727272727e-05	NC_071450.1	75416997
OSBPL9	0.0	NC_071448.1	85791392
OSGIN2	0.0010442	NC_071457.1	35547612
OSM	0.0	NC_071442.1	197979533
OSMR	0.0	NC_071443.1	163415398
OSTM1	0.000427716	NC_071445.1	110227444
OTOA	0.00263158	NC_071453.1	20962398
OTOG	0.0	NC_071452.1	80304781
OTOGL	0.0	NC_071450.1	79102865
OTOL1	0.005847944444444445	NC_071458.1	16867943
OTOP2	0.0	NC_071446.1	126944987
OTUB2	0.000290023	NC_071451.1	124752945
OTUD1	0.00162602	NC_071448.1	22101061
OTUD3	0.0	NC_071448.1	53866650
OTUD5	0.0	NC_071464.1	47924327
OTUD6B	0.0	NC_071457.1	34398568
OTUD7B	0.009999975	NC_071459.1	3386631
OTULIN	0.0	NC_071443.1	187291034
OXNAD1	0.0	NC_071458.1	48200724
OXR1	0.00065274	NC_071457.1	88548831
OXSR1	0.0	NC_071458.1	69174557
P2RX6	0.000174581	NC_071442.1	190202947
P2RY2	0.00024633083333333334	NC_071452.1	64446254
P2RY6	0.000379075	NC_071452.1	64378539
P3H2	0.0	NC_071456.1	12674456
P4HA2	0.0	NC_071443.1	73059406
P4HA3	0.0	NC_071452.1	63365426
P4HB	0.0	NC_071446.1	133540758
P4HTM	0.0	NC_071456.1	25386356
PABIR1	0.000993049	NC_071442.1	92982887
PABPC1L	0.001953125	NC_071446.1	38286920
PACC1	0.0	NC_071460.1	13724555
PACRG	0.0	NC_071445.1	165805995
PACRGL	0.0	NC_071444.1	169305566
PACS1	0.0	NC_071452.1	119908702
PACS2	0.0031177150000000005	NC_071451.1	136156740
PACSIN1	0.002872823809523809	NC_071445.1	38834016
PADI1	0.0	NC_071448.1	51210001
PADI4	0.0	NC_071448.1	51323353
PAFAH1B1	0.0	NC_071446.1	61643404
PAFAH1B2	0.0	NC_071452.1	14597696
PAG1	0.0	NC_071457.1	43995919
PAH	0.0	NC_071450.1	102326241
PAK1	0.0	NC_071452.1	60255747
PAK3	0.0	NC_071464.1	103418683
PAK5	0.0	NC_071446.1	14791734
PAK6	0.0004948841666666666	NC_071451.1	42113011
PALD1	0.0	NC_071453.1	56028199
PALLD	0.000842068125	NC_071444.1	20544195
PALM2AKAP2	0.0001651914285714286	NC_071442.1	155334380
PALMD	0.00283286	NC_071448.1	134837266
PALS1	0.0	NC_071451.1	98217414
PALS2	0.0	NC_071449.1	30711620
PAM	0.0	NC_071443.1	104156669
PAMR1	0.0	NC_071452.1	97504820
PANK1	0.0004519766666666667	NC_071453.1	78915570
PANK4	6.17285e-05	NC_071448.1	37748068
PANO1	0.0	NC_071452.1	127849143
PANX1	0.000141603	NC_071452.1	42863886
PANX2	0.002401602	NC_071442.1	216272318
PAPLN	0.0	NC_071451.1	104160039
PAPOLA	0.0	NC_071451.1	127270115
PAPOLB	0.0	NC_071443.1	15589410
PAPPA	0.0	NC_071442.1	161573539
PAPPA2	3.9692e-05	NC_071459.1	20012302
PAPSS1	0.00171233	NC_071444.1	85801786
PAPSS2	0.000854346	NC_071453.1	76934188
PAQR3	0.0	NC_071444.1	115231734
PAQR6	0.00027956428571428567	NC_071459.1	10199984
PARD3	0.0014646955688622754	NC_071448.1	31946391
PARD3B	0.0007346004166666666	NC_071447.1	122807364
PARD6A	0.0	NC_071461.1	21814165
PARD6G	0.0	NC_071454.1	117469453
PARL	0.0	NC_071456.1	6588129
PARM1	0.0	NC_071444.1	119282690
PARP1	0.0022361975	NC_071460.1	18986580
PARP11	0.0	NC_071450.1	15396435
PARP12	0.001980198	NC_071449.1	104582346
PARP14	0.00011180674999999999	NC_071456.1	74348084
PARP15	0.0007999999999999999	NC_071456.1	74386734
PARP3	0.0005418097959183673	NC_071456.1	28257393
PARP4	0.0	NC_071446.1	135319663
PARP8	0.0	NC_071443.1	155705984
PARVG	0.00041110375	NC_071442.1	184698056
PASD1	0.0007262170588235294	NC_071464.1	143338760
PATJ	0.0	NC_071448.1	96020626
PATL1	0.0	NC_071452.1	113747668
PAX2	0.0	NC_071453.1	90352749
PAX3	0.0	NC_071447.1	140453790
PAX4	0.0	NC_071449.1	116631038
PAX5	0.000441832375	NC_071442.1	140840352
PAX6	0.0	NC_071452.1	93891821
PAX9	0.000319591	NC_071451.1	67170507
PAXIP1	3.9736585365853656e-05	NC_071449.1	90511239
PBLD	2.1293588235294117e-05	NC_071453.1	58675278
PBRM1	0.0	NC_071456.1	28885227
PBX1	0.0	NC_071459.1	30512572
PBX3	0.0	NC_071442.1	171576748
PCBD2	0.0	NC_071443.1	31372293
PCBP3	0.0	NC_071462.1	49677865
PCBP4	0.0	NC_071456.1	28272035
PCDH1	0.0	NC_071443.1	38352194
PCDH11X	0.0	NC_071464.1	85035443
PCDH15	0.0	NC_071453.1	72074677
PCDH17	0.0	NC_071442.1	57198857
PCDH18	0.00010147139999999999	NC_071444.1	55600799
PCDH20	0.0004405285	NC_071442.1	53442932
PCDH7	0.0	NC_071444.1	158991852
PCDH8	0.0	NC_071442.1	61985718
PCDH9	0.0	NC_071442.1	47623845
PCDHB1	0.0	NC_071443.1	37476025
PCDHB4	0.0	NC_071443.1	37765981
PCED1B	0.0	NC_071450.1	24327872
PCF11	0.0	NC_071452.1	53941935
PCGF5	0.0001170176	NC_071453.1	80685578
PCLO	0.0	NC_071449.1	64287492
PCM1	0.0	NC_071454.1	20381788
PCMTD2	0.0	NC_071446.1	57446698
PCNT	0.0	NC_071462.1	50169281
PCNX1	0.0015873016666666667	NC_071451.1	101798214
PCNX2	0.0	NC_071460.1	48075393
PCNX4	0.0013774100000000001	NC_071451.1	90692273
PCOLCE2	0.0	NC_071458.1	34806701
PCSK1	0.0	NC_071443.1	110995037
PCSK2	0.0	NC_071446.1	22436921
PCSK5	0.0	NC_071442.1	82720848
PCSK6	0.0	NC_071447.1	6826449
PCSK9	9.944868421052632e-05	NC_071448.1	89242670
PCYT1B	0.000257599	NC_071464.1	23891819
PDAP1	0.0	NC_071443.1	12241860
PDCD1	0.00020824714285714286	NC_071447.1	159585685
PDCD10	0.0	NC_071458.1	12364998
PDCD11	0.0	NC_071453.1	93090398
PDCD1LG2	0.0	NC_071442.1	108948646
PDCD4	0.0	NC_071453.1	100467741
PDCD6IP	0.0	NC_071458.1	65037611
PDE10A	0.0	NC_071445.1	168153843
PDE11A	0.0002858775	NC_071447.1	48139492
PDE1A	0.0	NC_071447.1	43260265
PDE3A	0.0	NC_071450.1	816714
PDE3B	0.0	NC_071452.1	77235701
PDE4B	0.0	NC_071448.1	100015968
PDE4D	0.0	NC_071443.1	146808673
PDE5A	0.000927644	NC_071444.1	74303358
PDE6C	0.0	NC_071453.1	82998240
PDE7A	0.00197498	NC_071457.1	19953063
PDE7B	0.0	NC_071445.1	138893598
PDE8B	0.0	NC_071443.1	130701896
PDF	0.00070373	NC_071461.1	23519465
PDGFA	0.0	NC_071443.1	56823980
PDGFC	0.0	NC_071444.1	35651167
PDGFRA	0.0	NC_071444.1	138646024
PDGFRB	0.0012484265	NC_071443.1	46890896
PDIA4	0.0	NC_071449.1	95965763
PDK1	0.00075188	NC_071447.1	53703349
PDK4	0.00177305	NC_071449.1	51329990
PDLIM4	0.0	NC_071443.1	72999748
PDLIM5	0.0	NC_071444.1	99083760
PDLIM7	0.0	NC_071443.1	65422008
PDP1	0.0010906577777777778	NC_071457.1	31583448
PDPR	0.0	NC_071461.1	28368947
PDS5A	0.0	NC_071444.1	150097289
PDS5B	0.0	NC_071446.1	148099986
PDSS2	0.00170068	NC_071445.1	109664547
PDYN	0.0	NC_071446.1	7468287
PDZD2	0.0002574	NC_071443.1	169954276
PDZD4	0.0022727275	NC_071464.1	145074813
PDZD7	0.0	NC_071453.1	90624898
PDZD8	0.0	NC_071453.1	106865227
PDZK1	0.0022321425	NC_071459.1	935237
PDZK1IP1	0.00523177	NC_071448.1	81012664
PDZRN3	0.0	NC_071456.1	48981447
PDZRN4	0.0	NC_071450.1	30594840
PEAK1	0.0	NC_071451.1	21213517
PEBP4	0.00347222	NC_071454.1	15669220
PECAM1	0.0	NC_071446.1	85620292
PEDS1	0.00069541	NC_071446.1	43427151
PEF1	0.0	NC_071448.1	65334830
PEG3	0.0	NC_071463.1	48242026
PELI2	8.497999999999999e-05	NC_071451.1	86679669
PEMT	0.0	NC_071446.1	65716058
PEPD	0.0	NC_071463.1	28748642
PER1	0.0015014981789473682	NC_071446.1	70779641
PER2	0.000718685	NC_071447.1	156037855
PEX14	0.0	NC_071448.1	45599999
PEX3	0.0	NC_071445.1	146330075
PEX5	0.0	NC_071450.1	19595817
PEX5L	0.0	NC_071456.1	1626323
PEX7	0.0	NC_071445.1	139715450
PFDN1	0.0	NC_071443.1	36667118
PFKFB1	1.5329103448275864e-05	NC_071464.1	53548331
PFKFB4	0.0	NC_071456.1	24919320
PFN3	0.0	NC_071443.1	65518949
PFN4	0.001953125	NC_071455.1	89077449
PGAP2	0.0	NC_071452.1	65975304
PGBD2	0.0	NC_071460.1	33870124
PGD	0.0	NC_071448.1	45389817
PGF	0.0	NC_071451.1	105749260
PGLS	0.0	NC_071463.1	15906651
PGM1	0.0	NC_071448.1	97886586
PGM2L1	0.0	NC_071452.1	63239384
PGM3	0.0	NC_071445.1	84833924
PGM5	0.00740741	NC_071442.1	84577531
PGR	0.000271091	NC_071452.1	35226742
PGRMC2	0.0	NC_071444.1	65132577
PHACTR3	0.0	NC_071446.1	52912245
PHACTR4	0.0	NC_071448.1	62135994
PHC1	0.0	NC_071450.1	21670861
PHC2	0.0	NC_071448.1	67013198
PHETA2	0.000393391	NC_071442.1	186771176
PHF11	0.0	NC_071442.1	65782979
PHF12	0.0010351971428571429	NC_071446.1	100738998
PHF14	2.467681818181818e-05	NC_071449.1	44781253
PHF19	0.0	NC_071442.1	166284146
PHF2	0.0	NC_071442.1	70604029
PHF20L1	6.345889887640449e-05	NC_071457.1	62879501
PHF21A	0.0001307228655462185	NC_071452.1	107694760
PHF24	0.0	NC_071442.1	138900128
PHF3	6.5559375e-05	NC_071445.1	64947990
PHF6	0.000279955	NC_071464.1	125889040
PHIP	0.0	NC_071445.1	80441928
PHKB	0.0	NC_071461.1	1829411
PHLDB1	0.0003321193265993266	NC_071452.1	16067189
PHLDB2	0.0	NC_071456.1	96929247
PHLPP1	0.0	NC_071454.1	100885091
PHLPP2	0.000233754	NC_071461.1	26882403
PHPT1	0.0	NC_071442.1	182363980
PHTF1	0.0019267833333333334	NC_071448.1	148940834
PHTF2	0.00265957	NC_071449.1	69576686
PI4K2A	0.0063291	NC_071453.1	87112263
PI4K2B	0.0	NC_071444.1	164765009
PI4KA	0.0	NC_071442.1	190500939
PI4KB	0.0	NC_071459.1	4695303
PIANP	0.0	NC_071450.1	18977541
PIAS1	0.0	NC_071451.1	12702515
PIAS2	0.00016863463793103447	NC_071454.1	84851289
PIAS4	8.857e-05	NC_071463.1	3388256
PIBF1	0.000272072	NC_071442.1	41557043
PICALM	0.0	NC_071452.1	51007111
PIDD1	0.0007214999999999999	NC_071452.1	127846734
PIEZO2	0.0	NC_071454.1	47026638
PIGB	0.0	NC_071451.1	38908472
PIGM	0.0011274	NC_071459.1	13519674
PIGO	0.0008266891666666667	NC_071442.1	139000304
PIGR	0.00145349	NC_071460.1	30673355
PIGS	0.0	NC_071446.1	101090717
PIGT	0.0	NC_071446.1	38772405
PIGX	0.0	NC_071456.1	19146301
PIK3AP1	0.00486618	NC_071453.1	86222434
PIK3C2A	0.0	NC_071452.1	79937422
PIK3C2B	0.0006653355555555555	NC_071460.1	27854631
PIK3C3	0.0	NC_071454.1	80113345
PIK3CA	0.0	NC_071456.1	1048749
PIK3CG	0.00033433666666666666	NC_071449.1	74636954
PIK3R3	0.0	NC_071448.1	79889530
PIK3R4	0.0	NC_071458.1	46560685
PIKFYVE	0.0	NC_071447.1	126261058
PIN1	0.0	NC_071463.1	8670673
PIP5K1B	0.0	NC_071442.1	92824956
PIPOX	0.0	NC_071446.1	100615923
PISD	2.0403529411764706e-05	NC_071442.1	199224353
PITPNA	0.0	NC_071446.1	62779834
PITPNM1	0.0016348755555555556	NC_071452.1	121339678
PITPNM2	0.0011371976603773584	NC_071450.1	122621562
PITRM1	0.0012626266666666667	NC_071448.1	8468490
PITX3	0.00050312	NC_071453.1	91879464
PIWIL1	0.0	NC_071450.1	129983964
PJA2	0.0	NC_071443.1	97503725
PJVK	0.0	NC_071447.1	46345843
PKD1	0.0010444128999999999	NC_071453.1	2365808
PKD1L1	0.0035021370000000002	NC_071449.1	14572659
PKD1L2	0.0	NC_071461.1	35316188
PKD2	0.0	NC_071444.1	105761547
PKD2L1	0.0	NC_071453.1	89883894
PKHD1	0.0006359283636363637	NC_071445.1	56018671
PKHD1L1	0.0	NC_071457.1	85892715
PKIB	0.0	NC_071445.1	125242296
PKN3	4.4379310344827585e-05	NC_071442.1	174370549
PKNOX1	0.0	NC_071462.1	46976548
PKNOX2	0.0	NC_071452.1	22745465
PKP1	0.0024829599999999998	NC_071460.1	24482547
PKP2	0.0	NC_071450.1	35090629
PKP4	0.00010077078651685394	NC_071447.1	67994399
PLA2G12A	0.0	NC_071444.1	83711785
PLA2G12B	0.0	NC_071453.1	53677616
PLA2G3	0.0015257128571428572	NC_071442.1	198772287
PLA2G4A	0.006253000000000001	NC_071459.1	38394674
PLA2G4B	0.0	NC_071451.1	40545261
PLA2G4D	0.001579046	NC_071451.1	40296110
PLA2G4F	0.000706215	NC_071451.1	25478133
PLA2G5	0.00101112	NC_071448.1	53996104
PLA2G7	6.975119999999999e-05	NC_071445.1	51302051
PLA2R1	0.0	NC_071447.1	66574568
PLAA	0.0	NC_071442.1	131008868
PLAAT1	0.00160772	NC_071456.1	15963149
PLAG1	0.0	NC_071457.1	10901665
PLAGL1	0.0	NC_071445.1	146777924
PLAGL2	0.0	NC_071446.1	4914185
PLAT	0.0	NC_071454.1	41088637
PLBD2	0.00012331966666666666	NC_071450.1	112855296
PLCB1	0.0	NC_071446.1	13911877
PLCB2	0.0005403506	NC_071451.1	42085045
PLCB3	0.0	NC_071452.1	118072477
PLCB4	0.0	NC_071446.1	14390711
PLCE1	0.0	NC_071453.1	83373517
PLCH1	0.00041774113043478256	NC_071458.1	23011961
PLCH2	0.0	NC_071448.1	37698227
PLCL1	0.00019912399999999999	NC_071447.1	115253153
PLCL2	0.00020482476923076924	NC_071458.1	48836013
PLEC	0.000687758	NC_071457.1	52013628
PLEKHA3	0.0	NC_071447.1	46402006
PLEKHA5	0.0	NC_071450.1	2252043
PLEKHA6	0.00096279656167979	NC_071460.1	27627706
PLEKHA7	0.0	NC_071452.1	79523052
PLEKHA8	8.429903030303031e-05	NC_071449.1	25386670
PLEKHB2	0.0	NC_071447.1	30817974
PLEKHF2	0.0	NC_071457.1	30388720
PLEKHG1	0.00247525	NC_071445.1	153708454
PLEKHG3	0.0004768733333333334	NC_071451.1	95291730
PLEKHG7	7.361625e-05	NC_071450.1	84900792
PLEKHH1	0.0	NC_071451.1	98430229
PLEKHM1	0.0	NC_071446.1	81835143
PLEKHM2	0.0007309933333333334	NC_071448.1	50158068
PLEKHM3	0.0	NC_071447.1	125881217
PLEKHN1	0.0	NC_071448.1	36380805
PLEKHS1	0.00025030181818181817	NC_071453.1	103339836
PLGRKT	0.0	NC_071442.1	108762178
PLK3	0.0	NC_071448.1	78592908
PLOD2	0.0	NC_071458.1	31955990
PLP1	0.0	NC_071464.1	96308636
PLPP3	0.000520021	NC_071448.1	90662394
PLPP4	0.0006552	NC_071453.1	110531123
PLPPR4	0.0	NC_071448.1	134437452
PLPPR5	0.0	NC_071448.1	134111879
PLS1	0.0	NC_071458.1	34997702
PLSCR5	0.0	NC_071458.1	31628307
PLXDC1	0.0	NC_071446.1	115657481
PLXNA1	0.0006734635294117648	NC_071456.1	70278596
PLXNA2	0.0008823033333333333	NC_071460.1	31695190
PLXNA4	0.0	NC_071449.1	111958313
PLXNB1	0.0	NC_071456.1	24808794
PLXNC1	0.0	NC_071450.1	93773823
PM20D1	0.0	NC_071460.1	29556700
PMEPA1	0.0	NC_071446.1	51058937
PMFBP1	0.0	NC_071461.1	26394595
PMP22	0.0	NC_071446.1	77912376
PMPCA	0.000390625	NC_071442.1	181972872
PNKD	0.0	NC_071447.1	136497952
PNLIPRP1	0.0165289	NC_071453.1	106207779
PNLIPRP3	0.0	NC_071453.1	106047011
PNOC	0.0	NC_071454.1	10263738
PNPLA1	0.001973684	NC_071445.1	40724995
PNPLA7	0.0	NC_071442.1	182940184
PNPLA8	0.0	NC_071449.1	76312578
PNPO	0.0	NC_071446.1	114431681
POC1A	1.0505311111111111e-05	NC_071456.1	28383632
POC1B	0.00014854424242424243	NC_071450.1	88126675
PODN	0.0	NC_071448.1	87294136
PODXL	0.000241955	NC_071449.1	112980342
PODXL2	0.0	NC_071456.1	68440345
POFUT1	0.003389832	NC_071446.1	4911818
POGK	0.00168919	NC_071459.1	28981246
POGLUT2	0.00037728666666666665	NC_071442.1	17821081
POLD1	0.0005020083333333333	NC_071463.1	42629975
POLD3	0.0	NC_071452.1	63067288
POLDIP2	0.0	NC_071446.1	101301554
POLE	0.0008818349999999999	NC_071450.1	132250876
POLG	0.0	NC_071447.1	16756947
POLI	0.0	NC_071454.1	92493410
POLK	0.0	NC_071443.1	132290699
POLR1C	0.0	NC_071445.1	48121290
POLR1D	0.0	NC_071446.1	142891538
POLR1F	0.0007837	NC_071449.1	35860145
POLR2C	0.0	NC_071461.1	12000758
POLR3B	0.0	NC_071450.1	105768114
POMGNT1	0.0	NC_071448.1	80039586
POMGNT2	0.0	NC_071456.1	19625676
POMK	0.00105374	NC_071454.1	41802097
POMP	0.0	NC_071446.1	143907307
POMT1	0.0	NC_071442.1	177179064
POMT2	0.0	NC_071451.1	108136837
PON1	0.0	NC_071449.1	51619423
PON3	0.0	NC_071449.1	51522674
POPDC3	0.0026738	NC_071445.1	107373791
POU1F1	0.00230947	NC_071462.1	7248194
POU2AF1	0.0	NC_071452.1	8833032
POU2F1	0.0	NC_071459.1	28403166
POU2F2	0.0	NC_071463.1	35773333
POU2F3	0.0	NC_071452.1	17663087
POU6F2	0.000680272	NC_071449.1	7119574
PP2D1	0.0	NC_071458.1	51600533
PPA2	0.0	NC_071444.1	88204654
PPARA	0.00445525	NC_071442.1	211217958
PPARG	0.00072254375	NC_071456.1	63480803
PPARGC1A	0.0	NC_071444.1	165941638
PPARGC1B	0.0004309259090909091	NC_071443.1	46568009
PPAT	0.0	NC_071444.1	136504637
PPCDC	0.0	NC_071451.1	19522867
PPCS	0.0	NC_071448.1	76168663
PPFIA1	0.0	NC_071452.1	124022098
PPFIA2	0.0	NC_071450.1	80592869
PPFIBP2	0.0	NC_071452.1	70056896
PPIF	0.00200803	NC_071453.1	47314596
PPIG	0.0	NC_071447.1	56706926
PPIL6	0.0	NC_071445.1	111655298
PPIP5K1	0.0	NC_071451.1	27054589
PPIP5K2	0.001509740625	NC_071443.1	103996630
PPM1A	0.0	NC_071451.1	90854771
PPM1F	0.0	NC_071442.1	190992584
PPM1H	0.0001103995	NC_071450.1	53053033
PPM1J	0.00012025000000000001	NC_071448.1	147935118
PPME1	0.0007788166666666666	NC_071452.1	63407080
PPP1R10	2.81888e-05	NC_071445.1	32657420
PPP1R12A	0.0	NC_071450.1	78952328
PPP1R12B	0.0002762750684931507	NC_071460.1	25574959
PPP1R16A	1.3043928571428573e-05	NC_071457.1	51458418
PPP1R16B	0.0	NC_071446.1	32320316
PPP1R17	0.0	NC_071449.1	23908339
PPP1R1B	0.0	NC_071446.1	116175171
PPP1R1C	0.0	NC_071447.1	43654210
PPP1R36	0.00423729	NC_071451.1	95103315
PPP1R7	0.0	NC_071447.1	158918073
PPP1R9A	0.0	NC_071449.1	51625019
PPP2R2A	0.0	NC_071454.1	12084386
PPP2R2B	0.0003703705	NC_071443.1	43250326
PPP2R3A	0.0	NC_071458.1	41256688
PPP2R5C	0.0	NC_071451.1	132729300
PPP3CA	0.000471698	NC_071444.1	92329375
